YEAR,PLAYER,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,HANDL,HANDW,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT
2018,"Brunson, Jalen",PG,73.00,198.4,26.17,0.0670,76.00,96.0,8.25,9.30,29.0,37.0,10.59,3.11,3.15,7,1.041,76.3,125.0,133.0
2018,"Carr, Tony",PG,75.00,198.8,24.85,0.0650,80.25,100.0,8.50,9.80,25.0,31.5,11.89,3.40,3.17,0,1.070,82.9,125.0,131.5
2018,"Carter, Jevon",PG,72.25,196.2,26.42,0.0415,76.25,95.0,9.25,8.50,29.0,36.5,11.04,3.05,3.18,14,1.055,78.6,124.0,131.5
2018,"Carter, Wendell",C-PF,80.75,251.4,27.10,0.0785,88.50,109.0,8.50,9.00,NA,NA,NA,NA,NA,NA,1.096,76.5,NA,NA
2018,"Diallo, Hamidou",SG,76.25,197.0,23.82,0.0445,83.50,103.0,8.75,9.00,32.5,40.5,10.53,3.14,3.10,1,1.095,78.8,135.5,143.5
2018,"DiVincenzo, Donte",SG,75.50,200.6,24.74,0.0500,78.00,97.5,8.25,9.00,34.5,42.0,10.72,3.12,3.11,12,1.033,74.3,132.0,139.5
2018,"Duval, Trevon",PG,73.50,191.0,24.86,0.0520,80.25,97.5,8.75,10.00,34.0,41.5,10.93,3.09,3.18,6,1.092,87.5,131.5,139.0
2018,"Evans, Jacob",SG-SF,76.25,199.6,24.13,0.0650,81.25,102.5,9.00,9.30,28.0,35.5,11.11,3.14,3.20,8,1.066,83.3,130.5,138.0
2018,"Evans, Keenan",PG,73.50,183.2,23.84,0.0650,77.25,98.0,8.50,8.00,NA,NA,NA,NA,NA,NA,1.051,68.0,NA,NA
2018,"Frazier, Melvin",SF-SG,76.50,198.2,23.81,0.0790,85.75,105.0,9.50,9.50,31.0,40.5,11.24,3.08,3.08,0,1.121,90.3,136.0,145.5
2018,"Gilgeous-Alexander, Shai",PG,76.50,180.0,21.62,0.0300,83.50,104.0,9.00,9.00,NA,NA,NA,NA,NA,NA,1.092,81.0,NA,NA
2018,"Graham, Devonte",PG,72.25,186.4,25.10,0.0480,78.25,96.0,8.50,9.50,31.0,37.0,11.28,3.15,3.21,14,1.083,80.8,127.0,133.0
2018,"Haas, Isaac",C,85.25,303.0,29.31,0.1255,89.00,111.5,10.00,10.50,NA,NA,NA,NA,NA,NA,1.044,105.0,NA,NA
2018,"Hall, Devon",SG,76.25,206.4,24.96,0.0845,79.75,102.0,8.50,10.00,25.0,31.0,10.95,3.16,3.27,6,1.046,85.0,127.0,133.0
2018,"Hervey, Kevin",PF,78.50,211.6,24.14,0.0515,87.50,107.0,9.25,10.30,27.5,32.0,11.28,3.15,3.36,4,1.115,94.8,134.5,139.0
2018,"Holiday, Aaron",PG,71.75,187.0,25.54,0.0640,79.50,97.0,8.75,8.50,25.5,33.0,10.96,3.22,3.27,NA,1.108,74.4,122.5,130.0
2018,"Huerter, Kevin",SG,78.25,194.0,22.27,0.0860,79.50,101.5,8.25,8.50,31.0,38.0,10.89,2.97,3.09,9,1.016,70.1,132.5,139.5
2018,"Jackson, Jaren",PF-C,81.75,236.0,24.83,0.0720,89.25,110.0,10.00,10.00,NA,NA,NA,NA,NA,NA,1.092,100.0,NA,NA
2018,"Jackson, Justin",PF,78.00,229.4,26.51,0.0890,87.00,105.0,9.00,9.50,NA,NA,NA,NA,NA,NA,1.115,85.5,NA,NA
2018,"Johnson, Alize",PF,79.25,216.6,24.24,0.0810,80.75,103.0,8.50,9.80,25.0,31.0,11.83,3.28,3.38,8,1.019,82.9,128.0,134.0
2018,"King, George",SF-SG,76.75,218.6,26.09,0.0725,83.50,101.5,9.00,10.30,31.0,39.0,10.75,3.08,3.29,15,1.088,92.3,132.5,140.5
2018,"Knox, Kevin",SF,79.75,212.6,23.50,0.0495,83.75,108.0,8.75,9.30,NA,NA,NA,NA,NA,NA,1.050,80.9,NA,NA
2018,"Konate, Sagaba",C,78.50,246.0,28.06,0.0735,84.00,106.5,9.25,10.00,31.5,35.0,12.28,3.36,3.28,12,1.070,92.5,138.0,141.5
2018,"Martin, Caleb",SF-SG,76.75,195.8,23.37,0.0700,82.00,101.5,8.50,8.80,29.0,36.5,10.43,2.75,3.26,6,1.068,74.4,130.5,138.0
2018,"Maten, Yante",PF-C,79.25,246.2,27.56,0.0810,84.50,107.5,9.25,10.00,27.0,31.5,11.35,3.13,3.17,18,1.066,92.5,134.5,139.0
2018,"McCoy, Brandon",C,83.50,250.4,25.25,0.0870,86.00,110.5,9.75,9.50,27.5,32.0,11.77,3.31,3.23,9,1.030,92.6,138.0,142.5
2018,"Melton, DeAnthony",SG-PG,74.25,193.2,24.64,0.0520,80.50,99.5,8.50,9.50,31.0,36.5,11.48,3.33,3.23,1,1.084,80.8,130.5,136.0
2018,"Metu, Chimezie",PF-C,80.50,219.6,23.82,0.0505,84.50,108.0,9.00,9.30,29.5,36.0,11.89,3.25,3.33,5,1.050,83.3,137.5,144.0
2018,"Milton, Shake",SG-PG,76.50,207.2,24.89,0.0680,84.75,99.5,8.75,9.50,30.0,33.0,11.07,3.19,3.25,2,1.108,83.1,129.5,132.5
2018,"Mykhailiuk, Sviatoslav",SG-SF,78.50,211.6,24.14,0.0845,76.75,100.0,8.25,9.50,30.5,37.0,11.25,3.18,3.15,4,0.978,78.4,130.5,137.0
2018,"Newman, Malik",SG,74.50,189.2,23.96,0.0625,77.50,98.5,8.50,9.50,27.5,33.5,10.90,3.18,3.13,NA,1.040,80.8,126.0,132.0
2018,"Okogie, Josh",SG,75.00,210.8,26.35,0.0520,84.00,102.0,9.00,9.80,33.0,42.0,11.08,3.03,3.04,12,1.120,87.8,135.0,144.0
2018,"Pinson, Theo",SG-SF,77.00,211.2,25.04,0.0735,82.75,103.5,9.00,9.00,27.0,34.0,11.53,3.11,3.22,7,1.075,81.0,130.5,137.5
2018,"Porter, Michael",SF-PF,81.50,211.0,22.33,0.0640,84.25,108.5,8.75,9.30,NA,NA,NA,NA,NA,NA,1.034,80.9,NA,NA
2018,"Preston, Billy",PF,80.75,222.4,23.98,0.0545,86.00,108.0,9.25,9.50,25.0,33.0,11.26,3.35,3.20,0,1.065,87.9,133.0,141.0
2018,"Robinson, Jerome",SG,76.00,188.4,22.93,0.0605,79.25,98.0,9.00,10.00,NA,NA,NA,NA,NA,NA,1.043,90.0,NA,NA
2018,"Sexton, Collin",PG,72.50,183.0,24.48,0.0560,79.25,98.5,8.25,8.50,NA,NA,NA,NA,NA,NA,1.093,70.1,NA,NA
2018,"Shamet, Landry",PG,76.00,188.6,22.95,0.0485,78.75,100.0,8.00,9.00,31.0,39.5,11.26,3.21,3.11,8,1.036,72.0,131.0,139.5
2018,"Simons, Anfernee",SG-PG,74.25,183.2,23.36,0.0770,81.25,99.5,8.75,9.00,32.0,41.5,11.27,3.16,3.10,1,1.094,78.8,131.5,141.0
2018,"Smith, Zhaire",SF-SG,74.75,198.6,24.99,0.0605,81.75,100.0,8.75,8.30,33.0,41.5,11.02,3.15,3.05,10,1.094,72.2,133.0,141.5
2018,"Spalding, Ray",PF,81.00,215.4,23.08,0.0555,88.75,109.0,9.25,9.00,26.0,32.0,11.48,3.20,3.34,12,1.096,83.3,135.0,141.0
2018,"Spellman, Omari",PF-C,80.00,253.8,27.88,0.1375,86.00,107.5,9.00,9.00,28.5,35.5,12.28,3.35,3.38,8,1.075,81.0,136.0,143.0
2018,"Thomas, Khyri",SG,74.50,198.8,25.18,0.0640,82.50,101.0,8.75,9.30,30.0,35.0,10.96,3.18,3.18,14,1.107,80.9,131.0,136.0
2018,"Trent, Gary",SG,76.25,204.2,24.69,0.0700,80.75,98.0,8.50,9.50,33.5,39.5,11.37,2.99,3.12,12,1.059,80.8,131.5,137.5
2018,"Trier, Allonzo",SG,75.75,198.0,24.26,0.0495,78.75,98.0,8.25,10.50,32.0,40.0,11.02,2.97,3.14,11,1.040,86.6,130.0,138.0
2018,"Wagner, Moritz",C-PF,82.50,241.4,24.93,0.0675,84.00,108.0,9.00,10.80,27.0,34.0,11.48,3.07,3.18,8,1.018,96.8,135.0,142.0
2018,"Walker, Lonnie",SG,75.75,196.2,24.04,0.0565,82.25,99.5,9.00,9.50,31.5,40.0,10.87,2.91,3.06,12,1.086,85.5,131.0,139.5
2018,"Washington, PJ",PF,78.50,223.0,25.44,0.0685,86.50,107.0,9.00,10.30,27.0,34.0,11.39,3.43,3.20,3,1.102,92.3,134.0,141.0
2018,"Wiley, Austin",C,80.25,249.4,27.22,0.0500,89.00,111.0,9.75,10.30,28.0,33.5,12.79,3.27,3.30,14,1.109,99.9,139.0,144.5
2018,"Williams, Kenrich",SF,78.00,200.4,23.16,0.0595,79.25,103.5,8.50,9.80,28.0,33.0,10.86,3.28,3.19,14,1.016,82.9,131.5,136.5
2018,"Young, Trae",PG,72.50,177.8,23.78,0.0535,75.00,95.5,8.00,9.30,NA,NA,NA,NA,NA,NA,1.034,74.0,NA,NA
2017,"Adebayo, Edrice",PF-C,80.75,242.6,26.16,0.0520,86.75,108.0,9.50,8.80,33.5,38.5,11.94,3.24,3.24,12,1.074,83.1,141.5,146.5
2017,"Allen, Jarrett",C,81.00,233.6,25.03,0.0740,89.25,109.5,9.50,10.50,31.5,35.5,11.82,3.00,3.21,4,1.102,99.8,141.0,145.0
2017,"Allen, Kadeem",PG,73.00,192.4,25.38,0.0640,81.25,99.5,8.50,8.80,33.0,35.5,11.24,2.98,3.15,7,1.113,74.4,132.5,135.0
2017,"Anigbogu, Ike",C,80.50,252.2,27.36,0.0540,90.25,110.5,9.50,10.00,29.5,32.5,12.52,3.48,3.44,11,1.121,95.0,140.0,143.0
2017,"Anunoby, OG",SF,78.25,232.4,26.68,0.0680,86.25,107.5,9.25,9.50,NA,NA,NA,NA,NA,NA,1.102,87.9,NA,NA
2017,"Artis, Jamel",SG-SF,77.50,213.2,24.95,0.1190,82.00,105.0,9.25,9.80,23.5,31.0,11.62,3.08,3.44,5,1.058,90.2,128.5,136.0
2017,"Bacon, Dwayne",SG-SF,76.75,221.6,26.45,0.0790,82.00,103.5,8.75,10.00,30.0,36.5,11.70,3.22,3.22,8,1.068,87.5,133.5,140.0
2017,"Beachem, V.J.",SG-SF,78.25,193.4,22.20,0.0680,82.25,104.5,8.50,9.00,30.0,37.0,11.18,3.19,3.26,11,1.051,76.5,134.5,141.5
2017,"Bell, Jordan",PF,79.00,223.6,25.19,0.0540,83.75,104.5,9.25,9.50,31.5,38.0,10.63,2.83,3.21,16,1.060,87.9,136.0,142.5
2017,"Blossomgame, Jaron",SF,77.75,218.6,25.42,0.0570,82.00,104.5,8.75,10.30,31.0,35.5,11.47,3.35,3.17,16,1.055,89.7,135.5,140.0
2017,"Boucher, Chris",PF,80.00,182.2,20.01,0.0540,88.00,110.5,9.25,10.50,NA,NA,NA,NA,NA,NA,1.100,97.1,NA,NA
2017,"Bradley, Tony",C,81.25,248.8,26.49,0.1200,89.00,112.5,9.50,9.50,24.5,27.5,11.79,2.99,3.44,5,1.095,90.3,137.0,140.0
2017,"Briscoe, Isaiah",PG,73.25,222.4,29.14,0.1100,81.00,99.5,9.00,9.30,28.0,33.5,10.95,2.85,3.38,11,1.106,83.3,127.5,133.0
2017,"Brooks, Dillon",SG-SF,77.00,220.2,26.11,0.0750,78.00,100.5,8.25,9.30,31.0,37.5,11.14,3.24,3.21,16,1.013,76.3,131.5,138.0
2017,"Bryant, Thomas",PF-C,81.50,247.8,26.23,0.0940,90.00,112.5,9.50,10.30,25.5,33.0,11.42,3.12,3.37,7,1.104,97.4,138.0,145.5
2017,"Collins, John",PF,80.25,225.2,24.58,0.0540,83.25,106.5,9.00,10.00,33.0,37.5,11.66,3.27,3.27,15,1.037,90.0,139.5,144.0
2017,"Collins, Zach",PF-C,82.25,232.2,24.13,0.0890,85.00,111.0,8.75,9.30,NA,NA,NA,NA,NA,NA,1.033,80.9,NA,NA
2017,"Dorsey, Tyler",SG,75.00,182.6,22.82,0.0470,77.25,99.5,8.50,9.30,30.5,36.0,10.55,2.98,3.16,8,1.030,78.6,130.0,135.5
2017,"Dotson, Damyean",SG-SF,76.50,205.2,24.65,0.0530,81.00,100.0,8.50,9.30,31.5,38.0,11.18,3.03,3.13,13,1.059,78.6,131.5,138.0
2017,"Dozier, PJ",SG,77.25,200.6,23.63,0.0610,83.00,101.0,8.50,9.50,34.0,39.0,10.84,2.98,3.15,9,1.074,80.8,135.0,140.0
2017,"Evans, Jawun",PG,70.75,185.2,26.01,0.0910,77.50,95.0,8.00,7.80,27.5,33.5,11.34,3.26,3.21,1,1.095,62.0,122.5,128.5
2017,"Ferguson, Terrance",SG-SF,77.50,184.4,21.58,0.0580,80.75,103.0,8.50,10.00,28.5,38.0,11.16,3.22,3.32,NA,1.042,85.0,131.5,141.0
2017,"Fox, De'Aaron",PG,74.00,169.6,21.77,0.0450,78.50,100.0,8.50,8.50,NA,NA,NA,NA,NA,NA,1.061,72.3,NA,NA
2017,"Giles, Harry",PF,81.25,232.0,24.71,0.0520,87.25,109.5,9.50,10.80,27.0,32.5,11.08,3.00,3.34,5,1.074,102.1,136.5,142.0
2017,"Hart, Josh",SG-SF,75.75,209.2,25.63,0.0580,80.25,101.0,8.50,9.50,27.5,35.5,11.15,3.02,3.18,9,1.059,80.8,128.5,136.5
2017,"Hayes, Nigel",PF,78.25,254.2,29.19,0.1150,87.25,104.5,8.75,10.00,29.0,33.5,11.81,2.94,3.27,16,1.115,87.5,133.5,138.0
2017,"Hicks, Isaiah",PF,79.25,233.4,26.13,0.0770,84.50,105.0,8.75,9.80,31.5,37.0,12.31,3.31,3.36,11,1.066,85.3,136.5,142.0
2017,"Iwundu, Wesley",SG-SF,77.50,193.4,22.64,0.0400,85.00,105.5,8.75,9.50,31.5,36.0,11.25,3.23,3.36,5,1.097,83.1,137.0,141.5
2017,"Jackson (UMD), Justin",SF,77.75,219.4,25.51,0.0710,87.25,107.0,9.00,9.50,26.5,31.5,11.78,3.08,3.43,NA,1.122,85.5,133.5,138.5
2017,"Jackson (UNC), Justin",SF,79.00,200.8,22.62,0.0810,83.00,104.5,8.75,9.30,29.5,35.5,10.80,3.06,3.30,NA,1.051,80.9,134.0,140.0
2017,"Jackson, Frank",PG,74.00,201.6,25.88,0.0670,79.50,98.0,8.25,9.00,34.5,42.0,10.94,2.70,3.14,9,1.074,74.3,132.5,140.0
2017,"Jok, Peter",SG-SF,76.25,202.4,24.47,0.1100,80.00,102.0,8.25,9.50,26.5,31.0,11.34,2.93,3.41,NA,1.049,78.4,128.5,133.0
2017,"Kennard, Luke",SG-SF,76.50,196.2,23.57,0.0660,77.25,98.5,8.00,8.80,NA,NA,NA,NA,NA,NA,1.010,70.0,NA,NA
2017,"Kuzma, Kyle",SF-SG,80.00,222.6,24.45,0.0940,84.25,107.5,8.50,9.50,27.0,34.0,10.72,2.98,3.25,12,1.053,80.8,134.5,141.5
2017,"Leaf, TJ",PF,80.75,222.2,23.96,0.0680,83.00,107.0,8.50,9.50,29.0,34.5,11.55,3.27,3.27,6,1.028,80.8,136.0,141.5
2017,"Lydon, Tyler",PF,80.25,215.0,23.47,0.1360,84.00,107.5,8.75,8.80,29.5,33.5,11.68,2.81,3.46,1,1.047,76.6,137.0,141.0
2017,"Mason III, Frank",PG,71.00,188.8,26.33,0.0430,75.25,94.0,8.00,9.30,34.0,41.0,11.41,3.09,3.18,15,1.060,74.0,128.0,135.0
2017,"Meeks, Kennedy",C,80.75,276.6,29.82,0.1150,85.00,106.0,8.75,8.80,28.0,30.5,12.91,3.35,3.50,15,1.053,76.6,134.0,136.5
2017,"Mitchell, Donovan",SG,73.25,211.4,27.70,0.0590,82.00,97.0,8.50,9.50,36.5,40.5,11.53,3.07,3.01,10,1.119,80.8,133.5,137.5
2017,"Morris, Monte",PG,73.25,175.2,22.95,0.0690,76.00,96.5,8.25,8.80,28.0,33.5,11.00,3.20,3.19,8,1.038,72.2,124.5,130.0
2017,"Motley, Johnathan",PF,79.75,238.2,26.33,NA,88.00,108.0,9.00,9.50,NA,NA,NA,NA,NA,NA,1.103,85.5,NA,NA
2017,"Mykhailiuk, Svi",SG-SF,78.50,219.6,25.05,0.1140,77.00,100.0,8.00,9.30,27.0,33.0,12.40,3.25,3.53,8,0.981,74.0,127.0,133.0
2017,"Ojeleye, Semi",SF-SG,77.25,241.4,28.44,0.0550,81.75,102.0,8.75,9.50,35.0,40.5,10.58,3.07,3.16,19,1.058,83.1,137.0,142.5
2017,"Oliver, Cameron",PF,79.00,238.6,26.88,0.0770,85.25,106.5,9.50,10.30,28.0,39.5,12.17,3.31,3.16,5,1.079,97.4,134.5,146.0
2017,"Patton, Justin",C,82.00,229.0,23.94,0.0780,87.00,111.5,8.75,9.80,26.0,30.5,11.80,3.31,3.46,NA,1.061,85.3,137.5,142.0
2017,"Peters, Alec",PF,79.25,232.0,25.97,0.0880,82.75,105.0,8.75,10.00,NA,NA,NA,NA,NA,NA,1.044,87.5,NA,NA
2017,"Rabb, Ivan",PF,80.75,219.6,23.68,0.0680,85.50,109.0,8.75,9.00,28.5,32.5,12.68,3.23,3.35,3,1.059,78.8,137.5,141.5
2017,"Reed, Davon",SG-SF,76.50,206.2,24.77,0.0650,84.00,102.0,9.25,9.50,28.5,36.0,11.37,3.21,3.34,12,1.098,87.9,130.5,138.0
2017,"Robinson, Devin",SF,79.00,189.6,21.36,0.0320,84.75,106.0,9.25,10.30,35.5,41.5,12.85,3.61,3.23,10,1.073,94.8,141.5,147.5
2017,"Simmons, Kobi",PG,75.25,166.2,20.63,0.0500,78.00,99.0,8.50,9.50,30.5,38.5,11.15,2.98,3.18,3,1.037,80.8,129.5,137.5
2017,"Sumner, Edmond",PG,76.00,176.4,21.47,0.0830,81.00,102.5,8.25,9.00,NA,NA,NA,NA,NA,NA,1.066,74.3,NA,NA
2017,"Swanigan, Caleb",PF,79.50,245.6,27.32,NA,87.00,108.0,9.50,10.30,NA,NA,NA,NA,NA,NA,1.094,97.4,NA,NA
2017,"Thornwell, Sindarius",SG-SF,75.50,211.6,26.10,0.0780,82.00,103.0,8.75,8.80,27.0,30.5,11.48,3.03,3.36,15,1.086,76.6,130.0,133.5
2017,"Trimble, Melo",PG,73.25,195.2,25.58,0.1060,74.00,95.5,8.00,8.80,24.5,32.0,10.75,2.92,3.27,6,1.010,70.0,120.0,127.5
2017,"Walton Jr., Derrick",PG,71.00,188.6,26.30,0.0580,74.50,95.0,8.00,8.50,26.0,32.5,11.28,3.12,3.29,9,1.049,68.0,121.0,127.5
2017,"Welsh, Thomas",PF-C,83.50,254.0,25.61,0.1090,84.00,109.5,9.00,10.50,NA,NA,NA,NA,NA,11,1.006,94.5,NA,NA
2017,"White, Derrick",PG,75.25,189.8,23.56,0.0620,79.50,101.5,8.25,8.50,31.0,36.5,10.84,2.92,3.08,10,1.056,70.1,132.5,138.0
2017,"Williams-Goss, Nigel",PG,73.50,190.2,24.75,0.0560,79.25,99.0,8.75,9.30,27.5,34.5,10.42,3.08,3.19,10,1.078,80.9,126.5,133.5
2017,"Wilson, D.J.",PF,80.75,234.4,25.27,0.0640,87.00,109.5,9.25,10.30,NA,NA,NA,NA,NA,NA,1.077,94.8,NA,NA
2017,"Yurtseven, Omer",C,82.50,248.4,25.66,0.0760,85.00,108.5,9.00,10.50,26.0,31.5,12.85,3.30,3.45,6,1.030,94.5,134.5,140.0
2016,"Baker, Ron",SG,75.25,212.4,26.37,0.0785,81.75,97.5,8.75,9.50,30.0,35.5,10.77,2.96,3.45,NA,1.086,83.1,127.5,133.0
2016,"Baldwin IV, Wade",PG,74.50,201.8,25.56,0.0520,83.25,100.0,9.00,9.80,32.5,38.0,10.45,3.01,3.19,NA,1.117,87.8,132.5,138.0
2016,"Barber, Cat",PG,73.50,173.0,22.51,0.0450,77.50,95.5,8.00,8.50,NA,NA,NA,NA,NA,NA,1.054,68.0,NA,NA
2016,"Beasley, Malik",SG,75.50,189.8,23.41,0.0690,79.00,100.5,8.50,9.00,NA,NA,NA,NA,NA,NA,1.046,76.5,NA,NA
2016,"Bembry, DeAndre",SG-SF,76.25,206.6,24.98,0.0700,81.25,101.0,8.00,9.30,32.0,38.0,10.90,2.87,3.17,NA,1.066,74.0,133.0,139.0
2016,"Bentil, Ben",PF,79.25,229.2,25.65,0.0970,85.50,105.0,9.50,10.00,29.0,33.0,11.16,3.10,3.30,NA,1.079,95.0,134.0,138.0
2016,"Bolomboy, Joel",PF,79.50,224.4,24.96,0.0515,85.75,103.5,9.00,10.30,37.5,40.5,10.26,2.86,3.17,NA,1.079,92.3,141.0,144.0
2016,"Brogdon, Malcolm",SG,75.75,223.0,27.32,0.0540,82.50,98.0,9.00,10.30,30.5,35.5,10.77,2.64,3.31,NA,1.089,92.3,128.5,133.5
2016,"Brown, Jaylen",SG-SF,77.25,222.8,26.25,0.0505,83.75,102.5,8.75,9.00,NA,NA,NA,NA,NA,NA,1.084,78.8,NA,NA
2016,"Chriss, Marquese",PF,80.75,233.0,25.12,0.0850,84.25,105.0,9.00,9.00,32.5,38.5,11.93,3.05,3.26,NA,1.043,81.0,137.5,143.5
2016,"Cook, Elgin",SF,77.00,209.8,24.88,0.0635,82.00,100.5,8.50,10.30,NA,NA,NA,NA,NA,NA,1.065,87.1,NA,NA
2016,"Cousins, Isaiah",PG,75.25,194.0,24.08,0.0480,78.25,98.5,8.25,8.80,30.5,37.0,10.79,2.97,3.24,NA,1.040,72.2,129.0,135.5
2016,"Davis, Deyonta",PF,81.25,237.2,25.26,0.0970,86.50,108.5,9.00,9.30,NA,NA,NA,NA,NA,NA,1.065,83.3,NA,NA
2016,"Diallo, Cheick",PF,79.50,218.6,24.31,0.0560,88.50,107.5,8.50,9.80,31.0,35.0,11.24,3.30,3.26,NA,1.113,82.9,138.5,142.5
2016,"Dunn, Kris",PG,75.00,NA,NA,NA,81.50,100.0,NA,NA,NA,NA,NA,NA,NA,NA,1.087,NA,NA,NA
2016,"Ellenson, Henry",PF,82.00,242.0,25.30,0.1120,86.25,108.0,8.50,9.80,NA,NA,NA,NA,NA,NA,1.052,82.9,NA,NA
2016,"Ellis, Perry",PF,79.00,217.8,24.53,0.0460,82.25,102.0,8.00,8.50,32.0,38.0,10.73,3.03,3.13,NA,1.041,68.0,134.0,140.0
2016,"Felder, Kay",PG,68.25,177.2,26.74,0.0580,74.50,88.5,8.25,8.50,35.5,44.0,11.52,2.90,3.15,NA,1.092,70.1,124.0,132.5
2016,"Finney-Smith, Dorian",SF,78.50,212.6,24.25,0.0645,83.75,105.5,9.00,9.80,32.5,35.5,11.01,3.04,3.27,NA,1.067,87.8,138.0,141.0
2016,"Gbinije, Michael",SG,77.50,204.6,23.95,0.0540,79.50,101.0,8.00,9.00,33.5,37.5,11.00,3.19,3.12,NA,1.026,72.0,134.5,138.5
2016,"Hamilton, Daniel",SG-SF,78.25,197.0,22.62,0.0595,81.00,103.5,9.00,8.50,26.0,29.0,11.48,3.20,3.40,NA,1.035,76.5,129.5,132.5
2016,"Hield, Buddy",SG,75.75,212.4,26.02,0.0610,81.25,101.0,8.50,9.00,NA,NA,NA,NA,NA,NA,1.073,76.5,NA,NA
2016,"Jackson, Demetrius",PG,72.00,193.8,26.28,0.0650,77.50,93.0,8.25,9.00,37.5,43.5,10.81,2.87,3.25,NA,1.076,74.3,130.5,136.5
2016,"Johnson, Brice",PF,81.00,208.6,22.35,0.0750,84.50,106.5,9.00,8.30,33.5,38.0,11.88,2.94,3.20,NA,1.043,74.3,140.0,144.5
2016,"Jones, Damian",C,82.25,243.6,25.31,0.0655,87.75,107.0,8.75,10.50,36.0,37.0,11.35,3.12,3.20,NA,1.067,91.9,143.0,144.0
2016,"Labissiere, Skal",PF-C,82.50,215.8,22.29,0.0570,86.50,105.5,8.75,9.00,NA,NA,NA,NA,NA,NA,1.048,78.8,NA,NA
2016,"Layman, Jake",SF,80.00,208.6,22.91,0.0710,81.25,102.0,8.25,9.30,33.0,39.5,11.35,2.82,3.24,NA,1.016,76.3,135.0,141.5
2016,"Lee, Marcus",PF-C,81.00,211.0,22.61,0.0535,87.00,107.5,9.00,9.00,28.5,35.5,11.68,3.19,3.25,NA,1.074,81.0,136.0,143.0
2016,"LeVert, Caris",SG,77.75,191.0,22.21,0.0755,82.00,101.0,8.50,9.30,NA,NA,NA,NA,NA,NA,1.055,78.6,NA,NA
2016,"Maker, Thon",PF,83.75,216.0,21.65,0.0605,87.00,110.5,8.75,9.50,32.0,36.5,11.15,3.09,3.33,NA,1.039,83.1,142.5,147.0
2016,"McCaw, Patrick",PG-SG,77.25,180.8,21.30,0.0470,82.00,100.5,8.75,8.80,30.0,38.0,11.01,2.97,3.30,NA,1.061,76.6,130.5,138.5
2016,"Niang, Georges",PF,78.75,230.8,26.16,0.1005,82.00,103.0,9.25,9.30,25.0,31.0,11.64,3.17,3.49,NA,1.041,85.6,128.0,134.0
2016,"Onuaku, Chinanu",C,81.00,245.2,26.27,0.0855,86.75,108.5,9.00,8.00,27.5,33.5,11.65,3.00,3.50,NA,1.071,72.0,136.0,142.0
2016,"Paige, Marcus",PG,72.50,163.8,21.91,0.0430,78.25,97.0,7.75,8.80,33.5,39.5,10.82,2.69,3.15,NA,1.079,67.8,130.5,136.5
2016,"Payton II, Gary",PG,74.00,183.8,23.60,0.0395,80.00,99.5,8.75,9.50,31.5,38.5,11.57,3.17,3.23,NA,1.081,83.1,131.0,138.0
2016,"Poeltl, Jakob",C,84.25,239.0,23.67,0.0580,86.75,111.5,9.25,10.30,NA,NA,NA,NA,NA,NA,1.030,94.8,NA,NA
2016,"Prince, Taurean",SF,78.50,220.2,25.12,0.0645,83.50,102.0,9.00,8.50,34.0,36.0,10.96,2.80,3.24,NA,1.064,76.5,136.0,138.0
2016,"Qi, Zhou",PF-C,85.25,218.2,21.11,0.0485,91.75,112.5,9.25,9.50,31.5,32.0,11.27,2.90,3.46,NA,1.076,87.9,144.0,144.5
2016,"Richardson, Malachi",SG-SF,76.75,199.6,23.82,0.0700,84.00,101.5,8.75,10.00,33.0,38.0,10.56,3.25,3.33,NA,1.094,87.5,134.5,139.5
2016,"Selden, Wayne",SG,76.25,232.4,28.10,0.0730,82.50,101.0,9.00,9.30,NA,NA,NA,NA,NA,NA,1.082,83.3,NA,NA
2016,"Siakam, Pascal",PF,80.25,226.6,24.74,0.0520,87.25,107.5,9.25,10.00,30.5,36.5,11.25,3.09,3.41,NA,1.087,92.5,138.0,144.0
2016,"Stone, Diamond",C,81.00,254.4,27.26,0.1285,86.75,108.5,8.50,7.80,27.0,29.5,12.02,3.22,3.50,NA,1.071,65.9,135.5,138.0
2016,"Ulis, Tyler",PG,68.75,149.2,22.19,0.0520,74.00,88.5,7.50,7.50,32.5,38.0,10.80,2.88,3.20,NA,1.076,56.3,121.0,126.5
2016,"Uthoff, Jarrod",PF,80.50,214.4,23.26,0.0600,83.50,104.0,8.75,9.00,29.0,34.5,11.52,3.03,3.50,NA,1.037,78.8,133.0,138.5
2016,"Valentine, Denzel",SG-SF,76.00,210.4,25.61,0.0920,82.75,102.0,8.50,9.80,27.0,32.0,10.51,3.22,3.46,NA,1.089,82.9,129.0,134.0
2016,"Whitehead, Isaiah",PG-SG,75.25,210.0,26.07,0.0925,80.75,100.0,8.50,8.80,27.5,35.5,11.65,3.21,3.34,NA,1.073,74.4,127.5,135.5
2016,"Williams, Troy",SF,77.75,217.8,25.33,0.1000,80.25,102.0,8.25,9.30,30.0,36.0,10.72,3.08,3.35,NA,1.032,76.3,132.0,138.0
2016,"Wiltjer, Kyle",PF,80.75,242.8,26.18,0.1525,84.25,102.5,8.25,9.50,28.5,35.5,11.35,3.04,3.48,NA,1.043,78.4,131.0,138.0
